iter	RMSE
455	6647315.022
456	6645804.083
457	6642752.834
458	6641357.499
459	6638249.169
460	6637329.072
461	6633472.002
462	6628834.355
463	6625822.252
464	6623967.185
465	6621709.237
466	6619874.477
467	6617796.394
468	6613902.836
469	6611302.573
470	6609538.373
471	6605829.196
472	6603323.431
473	6602110.595
474	6598557.851
475	6597228.339
476	6595037.362
477	6592561.238
478	6590410.25
479	6588331.493
480	6585083.279
481	6581040.343
482	6580129.242
483	6578482.705
484	6575416.442
485	6572421.311
486	6570361.748
487	6568869.728
488	6566564.032
489	6565204.333
490	6563752.974
491	6560396.259
492	6559070.885
493	6556410.947
494	6554866.588
495	6552545.714
496	6549568.302
497	6548544.854
498	6545967.484
499	6543442.593
500	6540971.922
501	6539000.508
502	6536600.477
503	6533750.218
504	6531135.503
505	6529403.128
506	6527017.979
507	6524849.932
508	6523279.888
509	6518439.122
510	6515922.969
511	6513371.929
512	6509890.163
513	6507717.558
514	6506292.075
515	6501218.452
516	6499869.996
517	6497682.937
518	6494622.62
519	6493833.526
520	6490379.081
521	6485394.805
522	6484873.743
523	6481431.437
524	6479889.457
525	6477626.892
526	6474725.7
527	6473410.043
528	6471675.288
529	6469591.107
530	6467357.047
531	6465583.508
532	6464811.124
533	6461578.443
534	6459896.932
535	6459266.8
536	6457249.802
537	6454295.364
538	6452649.273
539	6450887.947
540	6448361.305
541	6447878.012
542	6444376.932
543	6442983.461
544	6441286.259
545	6438071.87
546	6436627.921
547	6432325.717
548	6431047.874
549	6428179.341
550	6426735.491
551	6422886.258
552	6418192.963
553	6415502.435
554	6413807.646
555	6412412.374
556	6410530.842
557	6407068.584
558	6406614.127
559	6405437.104
560	6403506.894
561	6403075.055
562	6401055.174
563	6396991.032
564	6395614.172
565	6391139.319
566	6389495.493
567	6384774.065
568	6382221.178
569	6380131.192
570	6378213.993
571	6376230.244
572	6373488.151
573	6369040.208
574	6367465.695
575	6365381.068
576	6364490.095
577	6362790.929
578	6361978.102
579	6360417.218
580	6358287.536
581	6354794.467
582	6352559.244
583	6349643.418
584	6348974.244
585	6346656.154
586	6344407.927
587	6340495.539
588	6338691.679
589	6336714.608
590	6334501.773
591	6333360.271
592	6332027.897
593	6331473.309
594	6329261.624
595	6328006.952
596	6325255.188
597	6322357.373
598	6320346.473
599	6319488.225
600	6318393.377
601	6316544.691
602	6315326.367
603	6313138.82
604	6309971.955
605	6308357.174
606	6306941.325
607	6304309.545
608	6303681.854
609	6301942.048
610	6298598.041
611	6297453.559
612	6295496.067
613	6293888.367
614	6292235.587
615	6290967.012
616	6289735.929
617	6287508.504
618	6286345.119
619	6282331.666
620	6278501.057
621	6275346.816
622	6273919.12
623	6273014.6
624	6269912.098
625	6267040.343
626	6265453.059
627	6263817.089
628	6260876.139
629	6258841.58
630	6257707.081
631	6256125.616
632	6253713.097
633	6252817.123
634	6251345.804
635	6249489.389
636	6247413.094
637	6245350.812
638	6242572.514
639	6238409.827
640	6234841.286
641	6233196.941
642	6232676.344
643	6230617.796
644	6228605.818
645	6227036.085
646	6225159.441
647	6224005.084
648	6221471.91
649	6218673.372
650	6218051.394
651	6215785.034
652	6212119.411
653	6210094.112
654	6208242.149
655	6207469.824
656	6206495.697
657	6204812.46
658	6200596.998
659	6199134.161
660	6198122.915
661	6196636.212
662	6193359.29
663	6192061.259
664	6190815.792
665	6188188.507
666	6186187.13
667	6185113.361
668	6184357.632
669	6182459.334
670	6180404.088
671	6179816.09
672	6177779.879
673	6176576.735
674	6174028.429
675	6173456.788
676	6172392.359
677	6169915.326
678	6168377.927
679	6166788.903
680	6165516.006
681	6161046.944
682	6159196.141
683	6157994.206
684	6157277.922
685	6155568.778
686	6154925.878
687	6153897.104
688	6152874.231
689	6152318.496
690	6149005.212
691	6147641.213
692	6146421.439
693	6144283.107
694	6142830.139
695	6141358.719
696	6140685.305
697	6138530.231
698	6134744.633
699	6133709.606
700	6131564.821
701	6130842.263
702	6129472.06
703	6127664.515
704	6125443.973
705	6122966.421
706	6122048.928
707	6120319.158
708	6116933.458
709	6114613.918
710	6111457.923
711	6109535.008
712	6108791.314
713	6107854.413
714	6106509.557
715	6105338.739
716	6103382.742
717	6102533.958
718	6101190.17
719	6099175.951
720	6096998.505
721	6095377.42
722	6093216.477
723	6092280.864
724	6091859.35
725	6090704.389
726	6087766.522
727	6085812.551
728	6081535.373
729	6080734.768
730	6078156.454
731	6077174.164
732	6075442.66
733	6072694.531
734	6071320.131
735	6069766.733
736	6067536.807
737	6066338.293
738	6062674.538
739	6060781.14
740	6059119.205
741	6057156.949
742	6053004.027
743	6052358.871
744	6051540.502
745	6050813.74
746	6050183.608
747	6049371.254
748	6047934.125
749	6045001.366
750	6041501.826
751	6040728.243
752	6039559.433
753	6038403.991
754	6037326.72
755	6035549.125
756	6034113.532
757	6030964.591
758	6030289.091
759	6028318.161
760	6026543.924
761	6025229.571
762	6024084.295
763	6022199.481
764	6019763.074
765	6018585.342
766	6017542.858
767	6014143.915
768	6013374.154
769	6010080.144
770	6009164.108
771	6007430.531
772	6004975.731
773	6004279.853
774	6002847.151
775	6002534.021
776	6000985.328
777	5998322.367
778	5996132.001
779	5994840.88
780	5993934.225
781	5990264.352
782	5988653.107
783	5985293.957
784	5983568.795
785	5982045.628
786	5978793.264
787	5978131.014
788	5977743.729
789	5975939.267
790	5974165.72
791	5972440.126
792	5971223.292
793	5970003.361
794	5969140.491
795	5965985.043
796	5963461.506
797	5962545.565
798	5961932.877
799	5960554.009
800	5959807.656
801	5958169.336
802	5956688.619
803	5954708.329
804	5953788.004
805	5951075.673
806	5949338.956
807	5948447.991
808	5946721.361
809	5945438.954
810	5943103.648
811	5941089.645
812	5938883.795
813	5937002.695
814	5934410.357
815	5931515.263
816	5928894.854
817	5928035.214
818	5925269.876
819	5923816.232
820	5922676.348
821	5919559.07
822	5918302.052
823	5916849.207
824	5915704.419
825	5915101.228
826	5912576.633
827	5911129.215
828	5910223.905
829	5908665.67
830	5907112.041
831	5903504.389
832	5900721.971
833	5899658.384
834	5897828.893
835	5895389.611
836	5893011.119
837	5892050.84
838	5890414.25
839	5888099.118
840	5887043.377
841	5884956.24
842	5882328.131
843	5879788.892
844	5879290.112
845	5878093.798
846	5876929.584
847	5874344.92
848	5872376.618
849	5871033.293
850	5870046.466
851	5869232.634
852	5867334.724
853	5863911.67
854	5860966.402
855	5858806.037
856	5858030.521
857	5856524.002
858	5854087.96
859	5850860.311
860	5847914.81
861	5846455.357
862	5844486.878
863	5843227.858
864	5842011.232
865	5841570.085
866	5840967.324
867	5840023.356
868	5838680.689
869	5835742.72
870	5835034.897
871	5833532.666
872	5831274.428
873	5828412.01
874	5825178.125
875	5824099.234
876	5822770.054
877	5820946.456
878	5819532.463
879	5817463.956
880	5815701.166
881	5813683.071
882	5811713.861
883	5808970.501
884	5806852.407
885	5805742.975
886	5804790.504
887	5803497.066
888	5800860.554
889	5800281.237
890	5797771.832
891	5795609.838
892	5794642.342
893	5793395.123
894	5791232.951
895	5789883.346
896	5787382.461
897	5786086.187
898	5784025.498
899	5782792.684
900	5779659.913
901	5778324.497
902	5777853.531
903	5776133.048
904	5775117.292
905	5774601.732
906	5772969.395
907	5770419.974
908	5768674.193
909	5768241.842
910	5765979.988
911	5764418.874
912	5763348.503
913	5761546.028
914	5760984.372
915	5759873.783
916	5757191.492
917	5756426.361
918	5755490.559
919	5753541.98
920	5751703.064
921	5750934.106
922	5749529.8
923	5747738.898
924	5745017.847
925	5742893.126
926	5739950.658
927	5736156.752
928	5733426.151
929	5732070.541
930	5730966.054
931	5730372.937
932	5728915.273
933	5726132.561
934	5724101.034
935	5723355.872
936	5719745.144
937	5716970.968
938	5714289.614
939	5713569.784
940	5710979.553
941	5710672.644
942	5709961.471
943	5708815.394
944	5707397.575
945	5704872.27
946	5703846.604
947	5701952.4
948	5700019.797
949	5697433.587
950	5695414.604
951	5694153.418
952	5693351.011
953	5692521.549
954	5691012.042
955	5688808.971
956	5686554.876
957	5686217.051
958	5685160.794
959	5684250.128
960	5683572.042
961	5681662.958
962	5680873.677
963	5679763.7
964	5677700.432
965	5675097.683
966	5674396.592
967	5671603.019
968	5670605.194
969	5669255.88
970	5667745.031
971	5666959.756
972	5664647.666
973	5663109.007
974	5661099.498
975	5660068.176
976	5659022.972
977	5658336.395
978	5656832.495
979	5656311.681
980	5655696.99
981	5654847.115
982	5653428.42
983	5652314.588
984	5650028.181
985	5648978.145
986	5647520.635
987	5646211.154
988	5644185.445
989	5642900.234
990	5641204.914
991	5639835.399
992	5637644.233
993	5637251.285
994	5635701.339
995	5632995.576
996	5631732.527
997	5631094.197
998	5629143.064
999	5628159.53
