iter	RMSE
494	6544286.178
495	6541363.55
496	6536919.872
497	6535160.413
498	6531456.244
499	6529243.475
500	6527179.473
501	6525566.248
502	6522235.635
503	6520983.691
504	6516199.12
505	6513782.444
506	6510546.117
507	6508256.883
508	6506137.574
509	6503464.16
510	6501738.856
511	6498851.002
512	6496896.787
513	6494338.61
514	6488882.518
515	6486413.587
516	6483234.795
517	6482190.479
518	6477495.286
519	6475551.758
520	6471920.603
521	6469888.621
522	6467358.17
523	6465388.493
524	6462372.729
525	6459275.695
526	6455583.078
527	6453603.255
528	6448639.408
529	6447659.119
530	6443660.627
531	6440158.58
532	6437539.869
533	6434979.734
534	6431682.707
535	6429097.559
536	6426154.535
537	6424275.87
538	6422712.394
539	6421015.214
540	6417167.609
541	6414280.321
542	6412431.499
543	6410744.131
544	6406096.921
545	6404029.401
546	6402184.964
547	6399633.241
548	6397930.956
549	6396253.918
550	6394263.101
551	6391867.003
552	6387698.616
553	6386334.351
554	6383387.912
555	6381923.37
556	6380226.122
557	6379498.323
558	6376500.425
559	6375120.927
560	6372664.132
561	6370063.651
562	6367500.31
563	6365776.526
564	6364376.436
565	6361913.109
566	6359988.071
567	6357715.842
568	6356190.794
569	6352324.835
570	6350145.925
571	6347864.202
572	6345764.968
573	6343977.915
574	6342325.683
575	6341115.807
576	6339854.79
577	6337063.783
578	6333137.038
579	6332323.838
580	6329971.246
581	6327523.494
582	6325070.909
583	6322742.158
584	6318599.846
585	6317415.276
586	6316299.967
587	6315123.565
588	6312895.382
589	6311563.199
590	6307708.567
591	6305425.519
592	6303317.616
593	6301212.48
594	6297721.721
595	6296385.027
596	6294523.661
597	6291993.542
598	6288610.74
599	6286634.347
600	6285087.605
601	6283390.447
602	6279120.695
603	6277400.289
604	6276774.091
605	6275672.151
606	6274494.227
607	6270258.506
608	6269003.99
609	6267452.723
610	6265877.984
611	6262711.249
612	6261426.475
613	6259791.518
614	6257858.241
615	6254342.214
616	6252200.793
617	6250751.099
618	6249342.439
619	6247592.826
620	6246342.659
621	6245562.623
622	6242664.874
623	6239362.884
624	6237947.208
625	6235659.715
626	6231369.746
627	6229821.97
628	6228363.752
629	6225816.995
630	6222557.814
631	6220415.074
632	6218492.797
633	6217252.369
634	6214041.833
635	6213468.261
636	6210463.447
637	6209379.269
638	6208366.699
639	6205324.568
640	6202223.795
641	6199317.059
642	6197881.824
643	6195453.533
644	6194056.738
645	6192587.773
646	6190941.459
647	6189661.058
648	6187866.847
649	6186963.869
650	6185575.117
651	6182801.698
652	6179566.857
653	6178360.313
654	6177088.865
655	6176313.316
656	6174268.5
657	6173388.24
658	6172649.137
659	6169538.834
660	6168363.782
661	6166991.61
662	6164153.618
663	6159110.899
664	6157672.808
665	6156468.36
666	6155761.67
667	6154665.326
668	6150681.995
669	6148638.768
670	6147427.29
671	6144801.586
672	6141273.772
673	6139999.264
674	6137633.23
675	6135278.215
676	6133992.606
677	6133003.947
678	6131862.785
679	6129359.429
680	6128162.655
681	6126540.377
682	6125657.445
683	6124476.486
684	6122424.859
685	6121630.945
686	6119888.632
687	6118795.869
688	6117784.236
689	6114997.351
690	6113196.058
691	6112268.034
692	6110491.724
693	6109533.504
694	6107675.658
695	6104192.748
696	6101849.394
697	6099705.629
698	6097937.518
699	6094219.697
700	6092297.021
701	6091494.683
702	6088690.217
703	6086065.783
704	6082892.196
705	6079583.088
706	6078652.385
707	6075358.933
708	6073637.026
709	6070619.181
710	6068319.062
711	6067446.578
712	6066900.802
713	6066091.241
714	6064192.45
715	6062373.85
716	6061337.034
717	6057869.238
718	6056804.714
719	6054701.447
720	6053925.19
721	6051970.591
722	6050069.579
723	6048166.547
724	6046980.951
725	6044663.257
726	6042733.574
727	6041905.657
728	6041438.259
729	6039434.227
730	6037604.579
731	6035699.208
732	6034525.248
733	6033342.219
734	6030831.708
735	6030047.434
736	6029016.246
737	6028247.229
738	6027214.881
739	6025300.811
740	6023798.813
741	6023034.26
742	6021682.741
743	6020819.842
744	6018568.66
745	6016901.632
746	6013564.5
747	6012030.982
748	6011044.35
749	6008990.696
750	6007931.241
751	6007184.208
752	6006218.583
753	6005494.218
754	6004578.705
755	6002488.999
756	6000413.881
757	5996292.453
758	5993599.237
759	5990440.531
760	5988984.507
761	5988276.244
762	5987184.735
763	5985829.718
764	5985132.44
765	5983598.426
766	5981535.459
767	5979221.993
768	5978242.416
769	5975699.014
770	5972761.019
771	5969602.743
772	5967656.61
773	5965850.837
774	5964114.119
775	5963167.473
776	5960366.792
777	5959429.733
778	5955955.903
779	5955236.654
780	5951385.03
781	5949001.111
782	5948259.905
783	5944971.486
784	5941804.406
785	5939199.492
786	5938395.475
787	5936917.255
788	5934450.052
789	5933150.338
790	5932481.884
791	5931651.845
792	5930818.016
793	5927701.746
794	5925205.699
795	5923981.895
796	5923178.864
797	5922312.599
798	5921886.553
799	5920301.491
800	5919181.816
801	5917672.653
802	5915913.398
803	5914284.656
804	5912414.293
805	5910772.515
806	5908800.504
807	5905696.438
808	5902949.979
809	5902246.465
810	5900883.045
811	5898468.039
812	5897716.166
813	5896699.416
814	5895888.799
815	5894916.278
816	5893062.617
817	5891733.316
818	5890617.695
819	5888159.536
820	5886857.114
821	5884565.663
822	5883926.451
823	5881095.579
824	5879161.572
825	5877429.914
826	5875672.534
827	5874774.989
828	5872102.735
829	5869739.886
830	5866712.785
831	5863912.791
832	5862106.009
833	5861059.445
834	5859537.006
835	5856949.607
836	5856346.239
837	5855949.896
838	5853299.397
839	5851607.417
840	5848541.252
841	5848097.647
842	5845207.811
843	5844574.543
844	5842248.923
845	5841073.395
846	5839798.046
847	5838744.445
848	5836137.425
849	5833500.678
850	5832923.264
851	5832264.897
852	5830949.594
853	5828431.036
854	5826636.147
855	5825389.559
856	5823615.312
857	5822508.38
858	5820415.056
859	5819527.46
860	5818747.063
861	5818179.65
862	5815957.613
863	5815486.959
864	5812064.251
865	5810562.326
866	5809013.09
867	5807677.75
868	5805904.199
869	5804947.315
870	5804277.651
871	5802353.206
872	5800925.189
873	5799763.177
874	5797028.049
875	5796459.951
876	5793834.038
877	5792132.958
878	5790026.067
879	5785812.902
880	5783977.573
881	5783065.72
882	5782460.565
883	5780239.323
884	5779356.879
885	5778554.273
886	5776767.566
887	5775957.507
888	5774147.851
889	5773368.681
890	5772025.391
891	5770367.556
892	5769252.627
893	5767491.892
894	5766800.535
895	5765974.655
896	5764698.392
897	5763977.975
898	5761478.325
899	5759398.091
900	5757411.076
901	5756537.731
902	5754870.951
903	5753441.497
904	5751749.774
905	5749198.693
906	5748194.03
907	5747669.815
908	5746903.833
909	5745323.081
910	5744546.838
911	5742199.383
912	5740724.014
913	5740206.151
914	5739364.7
915	5736661.816
916	5735638.787
917	5734011.762
918	5731904.018
919	5731211.027
920	5729652.076
921	5726708.368
922	5725992.012
923	5725362.291
924	5723284.687
925	5722571.836
926	5721623.42
927	5720078.855
928	5718372.88
929	5716399.306
930	5714860.043
931	5712940.818
932	5711977.161
933	5711250.582
934	5709922.015
935	5708823.333
936	5707332.344
937	5706563.692
938	5706112.712
939	5705160.968
940	5704676.756
941	5703296.115
942	5701078.786
943	5698591.993
944	5697646.522
945	5695566.808
946	5694781.53
947	5693379.969
948	5692443.693
949	5691718.811
950	5689912.459
951	5686885.95
952	5685943.755
953	5684541.684
954	5683268.35
955	5682573.546
956	5680588.739
957	5678681.204
958	5676521.644
959	5675550.646
960	5674758.813
961	5673723.573
962	5672757.63
963	5672316.452
964	5671491.519
965	5670641.772
966	5668825.78
967	5667844.609
968	5666397.821
969	5662439.201
970	5660551.032
971	5659681.357
972	5659142.68
973	5656625.776
974	5654279.551
975	5653519.24
976	5652043.966
977	5650661.77
978	5649176.901
979	5648335.802
980	5647148.051
981	5646590.341
982	5643860.88
983	5643265.611
984	5641488.577
985	5639742.52
986	5639088.009
987	5637591.521
988	5635503.215
989	5634194.469
990	5632906.581
991	5631835.245
992	5630862.44
993	5630003.276
994	5626794.328
995	5625088.357
996	5623452.582
997	5622960.945
998	5621736.369
999	5620966.069
